StartTime,Dur,Proto,SrcAddr,Sport,Dir,DstAddr,Dport,State,sTos,dTos,TotPkts,TotBytes,SrcBytes,Label
2011/08/15 16:56:19.650001,13.401757,tcp,208.54.45.203,39606,   ->,147.32.84.229,443,SRA_SA,0,0,4,252,186,flow=Background-TCP-Established
2011/08/15 16:58:00.329618,6.035050,tcp,41.102.134.171,3379,   ->,147.32.84.229,80,SR_SA,0,0,3,184,122,flow=Background-TCP-Established
2011/08/15 16:58:20.983006,4.746255,tcp,77.52.60.161,4092,   ->,147.32.84.118,6881,S_RA,0,0,4,244,124,flow=Background-TCP-Attempt
2011/08/15 16:59:25.690778,6.610064,tcp,148.100.181.73,51208,   ->,147.32.84.118,6881,S_RA,0,0,4,252,132,flow=Background-TCP-Attempt
2011/08/15 17:04:17.010713,6.669176,tcp,77.52.60.161,4246,   ->,147.32.84.118,6881,S_RA,0,0,4,244,124,flow=Background-TCP-Attempt
2011/08/15 17:05:29.999535,6.602856,tcp,148.100.181.73,51374,   ->,147.32.84.118,6881,S_RA,0,0,4,252,132,flow=Background-TCP-Attempt
2011/08/15 17:08:35.008726,1.385256,tcp,77.52.60.161,4335,   ->,147.32.84.118,6881,S_RA,0,0,4,244,124,flow=Background-TCP-Attempt
2011/08/15 17:09:02.969053,6.606416,tcp,148.100.181.73,51467,   ->,147.32.84.118,6881,S_RA,0,0,4,252,132,flow=Background-TCP-Attempt
2011/08/15 17:11:35.981520,6.604530,tcp,148.100.181.73,51546,   ->,147.32.84.118,6881,S_RA,0,0,4,252,132,flow=Background-TCP-Attempt
2011/08/15 17:11:44.794703,1.333499,tcp,77.52.60.161,4434,   ->,147.32.84.118,6881,S_RA,0,0,4,244,124,flow=Background-TCP-Attempt
2011/08/15 17:12:47.756697,2.212577,tcp,178.72.25.116,50487,   ->,147.32.84.229,80,SR_SA,0,0,5,360,216,flow=Background-TCP-Established
2011/08/15 16:43:20.931208,1783.916870,tcp,147.32.84.59,64131,  <?>,164.8.32.159,54992,PA_PA,0,0,293,32160,20485,flow=Background-Established-cmpgw-CVUT
2011/08/15 16:43:20.933428,0.444453,tcp,147.32.87.252,49218,  <?>,147.32.80.13,3128,FPA_FPA,0,0,879,747909,19566,flow=To-Background-CVUT-Proxy
2011/08/15 16:43:20.933441,1804.837158,tcp,41.143.58.184,1328,  <?>,147.32.86.179,58675,PA_PA,0,0,9547,942226,580940,flow=Background
2011/08/15 16:43:20.933541,0.187604,tcp,147.32.86.155,51273,  <?>,204.154.94.81,80,FA_FA,0,0,3,198,132,flow=Background
2011/08/15 16:43:20.933942,1804.610718,tcp,147.32.86.179,58675,  <?>,151.42.234.124,50001,PA_PA,0,0,29890,3689108,917036,flow=Background
2011/08/15 16:43:20.934124,0.189376,tcp,147.32.86.155,51269,  <?>,204.154.94.81,443,FPA_FA,0,0,4,301,235,flow=Background
2011/08/15 16:43:20.934767,0.019180,tcp,66.249.66.10,64580,  <?>,147.32.87.36,80,FA_FA,0,0,3,198,132,flow=To-Background-CVUT-WebServer
2011/08/15 16:43:20.934775,0.186361,tcp,147.32.86.155,51268,  <?>,204.154.94.81,443,FPA_FA,0,0,4,301,235,flow=Background
2011/08/15 16:43:20.935340,632.765381,udp,151.51.231.119,23943,  <->,147.32.86.44,10966,CON,0,0,32055,8577197,8575244,flow=Background-UDP-Established
2011/08/15 16:43:20.935789,634.461121,tcp,147.32.86.44,10966,  <?>,61.245.172.61,12036,FPA_FPA,0,0,2956,197863,126848,flow=Background
2011/08/15 16:43:20.936221,53.248245,tcp,189.84.49.111,44450,  <?>,147.32.84.229,13363,FPA_FPA,0,0,10,2203,604,flow=Background
2011/08/15 16:43:20.937153,0.162553,udp,147.32.84.229,13363,  <->,66.56.30.27,17926,CON,0,0,2,567,95,flow=Background-UDP-Established
2011/08/15 16:43:20.937157,0.229879,udp,147.32.84.229,13363,  <->,187.126.122.175,10906,CON,0,0,2,567,95,flow=Background-UDP-Established
2011/08/15 16:43:20.937182,0.041388,udp,147.32.84.229,13363,  <->,81.234.199.128,51186,CON,0,0,2,567,95,flow=Background-UDP-Established
2011/08/15 16:43:20.937998,1639.350952,tcp,207.200.96.138,80,  <?>,147.32.85.7,38459,PA_RA,0,0,21485,20800374,20316600,flow=Normal-V46-HTTP-windowsupdate
2011/08/15 16:43:20.938200,1355.045166,udp,86.52.158.60,13607,  <->,147.32.84.229,13363,CON,0,0,13,999,422,flow=Background-UDP-Established
2011/08/15 16:43:20.938308,3.159364,tcp,147.32.84.59,7728,   ->,174.121.79.174,80,RPA_FSPA,0,0,9,1283,831,flow=Background-Established-cmpgw-CVUT
2011/08/15 16:43:20.938900,1805.828491,tcp,193.165.178.157,51215,  <?>,147.32.84.229,443,PA_PA,0,0,1987,221799,133531,flow=Background
2011/08/15 16:43:20.939448,396.004333,tcp,74.125.232.193,80,  <?>,147.32.86.165,60821,FPA_FPA,0,0,54,39812,5802,flow=Background-google-analytics2
2011/08/15 16:43:20.944934,130.610413,tcp,195.34.208.134,1992,  <?>,147.32.84.171,6881,RPA_PA,0,0,11387,11376767,257286,flow=Background
2011/08/15 16:43:20.948573,0.017388,udp,147.32.84.59,50610,  <->,147.32.80.9,53,CON,0,0,2,275,83,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/15 16:43:20.949568,1793.589966,udp,147.32.96.69,46869,   ->,147.32.84.174,5081,INT,0,,96,144576,144576,flow=Background-UDP-Attempt
2011/08/15 16:43:20.949852,1793.589722,icmp,147.32.84.174,0x0303,   ->,147.32.96.69,0xd913,URP,0,,96,56640,56640,flow=Background
2011/08/15 16:43:20.949902,1793.589478,udp,147.32.96.69,36154,   ->,147.32.84.181,5000,INT,0,,96,144576,144576,flow=Background-UDP-Attempt
2011/08/15 16:43:20.949911,1656.068726,tcp,88.103.40.117,37378,  <?>,147.32.84.59,50627,FPA_FPA,0,0,46385,43229082,41838910,flow=Background-Established-cmpgw-CVUT
2011/08/15 16:43:20.950205,1799.955322,tcp,205.188.11.62,443,  <?>,147.32.84.189,43309,PA_PA,0,0,147,16219,10178,flow=Background
2011/08/15 16:43:20.950790,1759.884644,tcp,64.12.73.166,443,  <?>,147.32.84.189,47820,RPA_PA,0,0,130,9691,5454,flow=Background
2011/08/15 16:43:20.950985,1799.955200,tcp,64.12.68.229,443,  <?>,147.32.84.189,46796,A_PA,0,0,113,6780,3420,flow=Background
2011/08/15 16:43:20.958119,99.679298,tcp,113.193.72.126,51809,  <?>,147.32.87.36,80,FA_FRPA,0,0,847,844361,17940,flow=To-Background-CVUT-WebServer
2011/08/15 16:43:20.960937,128.712082,tcp,216.93.180.52,80,  <?>,147.32.86.186,7277,FPA_FPA,0,0,19,5033,3445,flow=Background
2011/08/15 16:43:20.961523,3.151884,tcp,147.32.86.183,52560,   ->,195.168.10.171,80,SRPA_FSPA,0,0,9,1443,894,flow=Background-TCP-Established
2011/08/15 16:43:20.964403,1285.981812,tcp,151.45.83.5,51766,   ->,147.32.84.229,13363,FSPA_FSPA,0,0,176,13969,7009,flow=Background-TCP-Established
2011/08/15 16:43:20.966033,1692.563232,tcp,93.223.99.225,49161,  <?>,147.32.84.229,13363,PA_PA,0,0,98,7566,3574,flow=Background
2011/08/15 16:43:20.966139,632.381409,udp,147.32.86.44,10966,  <->,61.245.172.61,36812,CON,0,0,31471,8525732,8523587,flow=Background-UDP-Established
2011/08/15 16:43:20.967774,6.015558,tcp,147.32.84.229,80,   ->,151.81.137.148,50529,SA_,0,,2,124,124,flow=Background-TCP-Established
2011/08/15 16:43:20.967783,1769.057007,tcp,147.32.84.229,443,  <?>,212.71.132.10,37423,PA_PA,0,0,375,43077,16420,flow=Background
2011/08/15 16:43:20.969726,1788.655762,udp,147.32.86.179,58675,  <->,41.143.58.184,7255,CON,0,0,16834,2289745,2278370,flow=Background-UDP-Established
2011/08/15 16:43:20.969959,1790.106323,tcp,74.125.232.202,443,  <?>,147.32.84.21,59122,PA_PA,0,0,400,117805,24868,flow=Background-google-analytics11
2011/08/15 16:43:20.971779,65.348373,tcp,147.32.84.59,50918,   ->,65.55.17.39,80,SRPA_SPA,0,0,9,2703,788,flow=Background-Established-cmpgw-CVUT
2011/08/15 16:43:20.975142,4.384510,tcp,147.32.85.76,4388,  <?>,173.192.220.106,80,FA_FA,0,0,5,300,180,flow=Background
2011/08/15 16:43:20.975220,1.014635,tcp,147.32.85.76,4382,  <?>,77.75.77.170,993,FPA_FRPA,0,0,39,13380,1336,flow=Background
2011/08/15 16:43:20.975344,0.002017,tcp,76.13.114.90,80,  <?>,147.32.84.59,54016,FPA_RA,0,0,4,937,817,flow=Background-Established-cmpgw-CVUT
2011/08/15 16:43:20.977352,1805.748169,tcp,147.32.80.13,80,  <?>,147.32.84.162,60840,PA_A,0,0,38633,31047634,30285334,flow=From-Background-CVUT-Proxy
2011/08/15 16:43:20.981418,904.669922,tcp,147.32.84.59,60916,  <?>,194.79.54.46,80,PA_RPA,0,0,1130,162421,88661,flow=Background-Established-cmpgw-CVUT
2011/08/15 16:43:20.982475,0.409607,tcp,147.32.84.59,7729,   ->,68.233.5.80,80,PA_SPA,0,0,6,1000,671,flow=Background-Established-cmpgw-CVUT
2011/08/15 16:43:20.983141,1729.734253,tcp,147.32.84.229,13363,  <?>,129.27.12.3,1382,PA_PA,0,0,112,8826,4162,flow=Background
2011/08/15 16:43:20.989064,0.380434,tcp,147.32.84.59,64272,   ->,76.13.114.90,80,FSPA_FSPA,0,0,9,1540,699,flow=Background-Established-cmpgw-CVUT
2011/08/15 16:43:20.998594,0.001803,udp,87.86.241.50,19956,  <->,147.32.84.229,13363,CON,0,0,2,533,473,flow=Background-UDP-Established
2011/08/15 16:43:21.000518,509.321289,tcp,147.32.84.229,13363,  <?>,90.202.171.134,52054,PA_PA,0,0,219,28463,14153,flow=Background
2011/08/15 16:43:21.003957,1800.436401,tcp,74.125.232.213,443,  <?>,147.32.84.59,49271,PA_PA,0,0,1391,465064,226028,flow=Background-Established-cmpgw-CVUT
2011/08/15 16:43:21.007076,1290.858276,udp,93.88.49.134,14112,  <->,147.32.84.229,13363,CON,0,0,6,731,545,flow=Background-UDP-Established
2011/08/15 16:43:21.013087,1805.261230,tcp,109.80.225.83,49708,  <?>,147.32.84.171,57116,PA_A,0,0,74497,59710734,57634974,flow=Background
2011/08/15 16:43:21.020784,0.007065,tcp,147.32.86.183,52561,   ->,88.86.101.2,80,SRPA_FSPA,0,0,9,1472,780,flow=Background-TCP-Established
2011/08/15 16:43:21.021022,0.008753,tcp,147.32.86.183,52562,   ->,77.78.109.75,80,SRPA_FSPA,0,0,8,1231,815,flow=Background-TCP-Established
2011/08/15 16:43:21.022991,1805.375000,tcp,74.125.108.212,80,  <?>,147.32.84.118,60978,PA_A,0,0,104956,137416417,136546777,flow=Normal-V46-HTTP-windowsupdate
2011/08/15 16:43:21.024748,1531.406860,tcp,74.125.43.16,993,  <?>,147.32.84.59,33350,PA_PA,0,0,94,8232,4915,flow=Background-Established-cmpgw-CVUT
2011/08/15 16:43:21.039137,0.000665,udp,86.38.88.185,64420,  <->,147.32.84.229,13363,CON,0,0,2,238,176,flow=Background-UDP-Established
2011/08/15 16:43:21.047030,635.222534,tcp,151.82.110.65,51607,  <?>,147.32.84.229,13363,RPA_PA,0,0,117,21102,16737,flow=Background
2011/08/15 16:43:21.047628,9.039748,udp,41.214.109.150,12943,  <->,147.32.84.229,13363,CON,0,0,6,396,216,flow=Background-UDP-Established
2011/08/15 16:43:21.051100,179.335236,tcp,147.32.80.13,80,  <?>,147.32.84.59,3653,FPA_FA,0,0,15535,13581613,13228393,flow=From-Background-CVUT-Proxy
2011/08/15 16:43:21.061961,1767.720581,udp,147.32.84.7,33287,  <->,169.229.70.201,123,CON,0,0,16,1440,720,flow=Background-UDP-NTP-Established-1
2011/08/15 16:43:21.067305,4.124207,tcp,209.85.149.95,443,  <?>,147.32.84.59,53176,FPA_FRA,0,0,8,566,326,flow=Background-Established-cmpgw-CVUT
2011/08/15 16:43:21.069087,4.122682,tcp,209.85.149.95,443,  <?>,147.32.84.59,53178,FPA_FRA,0,0,8,566,326,flow=Background-Established-cmpgw-CVUT
2011/08/15 16:43:21.071967,303.794739,tcp,147.32.86.165,61112,   ->,74.125.232.220,80,FSPA_FSRPA,0,0,60,51206,3639,flow=Background-TCP-Established
2011/08/15 16:43:21.077142,146.123459,tcp,147.32.84.229,13363,  <?>,82.103.138.49,63688,PA_PA,0,0,409,61799,18790,flow=Background
2011/08/15 16:43:21.081806,4.107338,tcp,209.85.149.95,443,  <?>,147.32.84.59,53177,FPA_FRA,0,0,8,566,326,flow=Background-Established-cmpgw-CVUT
2011/08/15 16:43:21.085061,4.867387,udp,147.32.84.59,64784,   ->,111.233.63.58,48867,INT,0,,2,144,144,flow=Background-Attempt-cmpgw-CVUT
2011/08/15 16:43:21.089039,1578.610474,udp,147.32.84.138,35330,  <->,84.42.234.250,123,CON,0,0,12,1080,540,flow=Background-UDP-NTP-Established-1
2011/08/15 16:43:21.095985,0.000000,udp,111.254.46.231,43271,   ->,147.32.85.114,37632,INT,0,,1,60,60,flow=Background-UDP-Attempt
2011/08/15 16:43:21.096417,1805.353638,udp,223.205.120.232,15077,  <->,147.32.84.229,13363,CON,0,0,134,10921,6365,flow=Background-UDP-Established
2011/08/15 16:43:21.096882,1805.526245,tcp,147.32.84.229,13363,  <?>,129.11.229.180,49267,PA_PA,0,0,540,57998,18030,flow=Background
2011/08/15 16:43:21.097101,1764.213501,udp,147.32.84.229,13363,  <->,200.106.220.38,16179,CON,0,0,62,10290,5202,flow=Background-UDP-Established
2011/08/15 16:43:21.097706,50.003929,udp,65.191.28.68,1024,   ->,147.32.84.229,500,INT,0,,6,564,564,flow=Background-UDP-Attempt
2011/08/15 16:43:21.099575,1481.907837,tcp,205.188.10.238,5190,  <?>,147.32.84.59,59017,RPA_FPA,0,0,63,5339,3419,flow=Background-Established-cmpgw-CVUT
2011/08/15 16:43:21.102526,1802.434937,tcp,147.32.85.34,143,  <?>,85.71.203.162,41304,PA_PA,0,0,341,38253,20429,flow=Background
2011/08/15 16:43:21.106002,1778.768555,tcp,87.100.20.56,65146,  <?>,147.32.84.229,13363,FPA_FPA,0,0,2633,216933,121096,flow=Background
2011/08/15 16:43:21.107716,0.003993,tcp,147.32.84.21,53125,   ->,77.78.99.23,80,FSPA_FSPA,0,0,9,2274,1270,flow=Background-TCP-Established
2011/08/15 16:43:21.107951,91.870361,tcp,81.224.130.141,62911,  <?>,147.32.84.229,13363,FPA_FPA,0,0,27,4392,3003,flow=Background
2011/08/15 16:43:21.122258,1206.637573,udp,41.134.139.90,19035,  <->,147.32.84.229,13363,CON,0,0,6,732,546,flow=Background-UDP-Established
2011/08/15 16:43:21.122988,0.000262,tcp,147.32.85.88,49255,  <?>,147.32.80.13,80,FA_FA,0,0,4,264,132,flow=To-Background-CVUT-Proxy
2011/08/15 16:43:21.123128,0.170505,tcp,147.32.85.88,49265,   ->,147.32.80.13,80,FSPA_FSPA,0,0,16,5912,2480,flow=To-Background-CVUT-Proxy
2011/08/15 16:43:21.124935,994.326355,tcp,84.244.84.10,22,  <?>,147.32.84.59,53569,RPA_FPA,0,0,1764,210078,109232,flow=Background-Established-cmpgw-CVUT
2011/08/15 16:43:21.127234,0.000251,tcp,147.32.85.88,49257,  <?>,147.32.80.13,80,FA_FA,0,0,4,264,132,flow=To-Background-CVUT-Proxy
2011/08/15 16:43:21.127329,0.307185,tcp,147.32.85.88,49266,   ->,147.32.80.13,80,FSPA_FSPA,0,0,13,4113,2850,flow=To-Background-CVUT-Proxy
2011/08/15 16:43:21.130582,0.000517,tcp,147.32.85.88,49258,  <?>,147.32.80.13,80,FA_FA,0,0,4,264,132,flow=To-Background-CVUT-Proxy
2011/08/15 16:43:21.130710,0.316705,tcp,147.32.85.88,49267,   ->,147.32.80.13,80,FSPA_FSPA,0,0,18,8012,3006,flow=To-Background-CVUT-Proxy
2011/08/15 16:43:21.134146,0.000194,tcp,147.32.85.88,49259,  <?>,147.32.80.13,80,FA_FA,0,0,4,264,132,flow=To-Background-CVUT-Proxy
2011/08/15 16:43:21.134266,0.313773,tcp,147.32.85.88,49268,   ->,147.32.80.13,80,FSPA_FSPA,0,0,10,2496,1820,flow=To-Background-CVUT-Proxy
2011/08/15 16:43:21.137614,1801.168213,tcp,95.49.30.56,18715,  <?>,147.32.85.84,13716,PA_PA,0,0,4902,627866,304639,flow=Background
2011/08/15 16:43:21.137852,1800.652344,tcp,147.32.85.84,13716,  <?>,83.9.189.10,21956,PA_PA,0,0,4158,585999,311775,flow=Background
2011/08/15 16:43:21.140850,1805.401489,tcp,62.168.92.250,8000,  <?>,147.32.84.184,39319,PA_A,0,0,39781,29827804,28635184,flow=Background
2011/08/15 16:43:21.143176,0.000295,tcp,147.32.85.88,49260,  <?>,147.32.80.13,80,FA_FA,0,0,4,264,132,flow=To-Background-CVUT-Proxy
2011/08/15 16:43:21.143366,0.310691,tcp,147.32.85.88,49269,   ->,147.32.80.13,80,FSPA_FSPA,0,0,10,2496,1820,flow=To-Background-CVUT-Proxy
2011/08/15 16:43:21.154828,1295.751953,udp,84.252.30.202,63783,  <->,147.32.84.229,13363,CON,0,0,6,708,522,flow=Background-UDP-Established
2011/08/15 16:43:21.154834,1804.321167,tcp,195.239.111.73,5222,  <?>,147.32.84.59,1079,A_PA,0,0,366,22368,10980,flow=Background-Established-cmpgw-CVUT
2011/08/15 16:43:21.156603,1805.542358,tcp,147.32.3.51,1447,  <?>,147.32.87.22,10010,PA_PA,0,0,693,47596,23764,flow=Background
2011/08/15 16:43:21.157113,1805.528809,udp,147.32.80.13,514,   ->,147.32.84.138,2990,INT,0,,4549,3952050,3952050,flow=From-Background-CVUT-Proxy
2011/08/15 16:43:21.157287,1805.528564,icmp,147.32.84.138,0x0303,   ->,147.32.80.13,0xae0b,URP,0,,1482,829292,829292,flow=To-Background-CVUT-Proxy
2011/08/15 16:43:21.162607,0.037623,tcp,147.32.84.21,57034,  <?>,194.79.54.61,80,FPA_FPA,0,0,10,7656,1484,flow=Background
2011/08/15 16:43:21.164481,1423.569214,udp,200.114.179.55,14422,  <->,147.32.84.229,13363,CON,0,0,17,1248,542,flow=Background-UDP-Established
2011/08/15 16:43:21.181505,1.800704,tcp,115.184.130.123,50996,  <?>,147.32.84.2,80,FRA_A,0,0,5,312,252,flow=Background
2011/08/15 16:43:21.181898,1805.612915,tcp,195.250.146.99,554,  <?>,147.32.84.59,49253,PA_PA,0,0,26338,30633290,30309782,flow=Background-Established-cmpgw-CVUT
2011/08/15 16:43:21.188261,1804.121582,tcp,74.125.232.207,443,  <?>,147.32.84.59,56451,PA_PA,0,0,393,93966,25460,flow=Background-Established-cmpgw-CVUT
2011/08/15 16:43:21.191781,640.107666,udp,111.252.70.38,29619,  <->,147.32.84.229,13363,CON,0,0,52,7820,1692,flow=Background-UDP-Established
2011/08/15 16:43:21.197867,0.000000,tcp,147.32.84.68,53889,   ?>,174.121.79.174,80,RA_,0,,1,60,60,flow=Background
2011/08/15 16:43:21.197879,0.199581,tcp,147.32.84.68,53890,  <?>,68.233.5.80,80,FA_FA,0,0,3,180,120,flow=Background
2011/08/15 16:43:21.204710,80.013748,tcp,147.32.84.162,64136,   ->,147.32.80.13,80,FSPA_FSPA,0,0,16,4724,1705,flow=To-Background-CVUT-Proxy
2011/08/15 16:43:21.204781,0.000818,tcp,147.32.84.162,64132,  <?>,147.32.80.13,80,FA_FA,0,0,4,240,120,flow=To-Background-CVUT-Proxy
2011/08/15 16:43:21.208360,0.000230,udp,147.32.84.138,46073,  <->,147.32.80.9,53,CON,0,0,2,214,81,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/15 16:43:21.208439,0.000280,udp,147.32.84.138,46869,  <->,147.32.80.9,53,CON,0,0,2,214,81,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/15 16:43:21.211670,1799.954590,udp,59.180.149.148,23230,   ->,147.32.86.239,161,INT,0,,91,10920,10920,flow=Background-UDP-Attempt
2011/08/15 16:43:21.212166,186.042725,udp,147.32.84.229,13363,  <->,91.7.242.187,33218,CON,0,0,3,383,207,flow=Background-UDP-Established
2011/08/15 16:43:21.215709,0.000235,udp,147.32.84.138,52331,  <->,147.32.80.9,53,CON,0,0,2,214,81,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/15 16:43:21.215781,0.000171,udp,147.32.84.138,41452,  <->,147.32.80.9,53,CON,0,0,2,214,81,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/15 16:43:21.216160,2.527172,tcp,66.249.66.10,64285,   ->,147.32.87.36,80,FSPA_FSPA,0,0,18,7494,962,flow=To-Background-CVUT-WebServer
2011/08/15 16:43:21.216652,0.000606,udp,84.49.216.14,34648,  <->,147.32.84.229,13363,CON,0,0,2,135,75,flow=Background-UDP-Established
2011/08/15 16:43:21.217247,475.964752,udp,147.32.84.59,52996,  <->,94.236.130.72,38437,CON,0,0,4,571,164,flow=Background-Established-cmpgw-CVUT
2011/08/15 16:43:21.222879,0.000174,udp,147.32.84.138,41443,  <->,147.32.80.9,53,CON,0,0,2,214,81,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/15 16:43:21.223043,0.000247,udp,147.32.84.138,37707,  <->,147.32.80.9,53,CON,0,0,2,214,81,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/15 16:43:21.225041,0.481022,udp,208.54.86.164,17507,  <->,147.32.84.229,13363,CON,0,0,4,662,541,flow=Background-UDP-Established
2011/08/15 16:43:21.229124,127.221001,udp,78.93.31.114,49505,  <->,147.32.84.229,13363,CON,0,0,47,6709,3574,flow=Background-UDP-Established
2011/08/15 16:43:21.229242,0.000188,udp,147.32.84.138,40513,  <->,147.32.80.9,53,CON,0,0,2,214,81,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/15 16:43:21.229249,0.000189,udp,147.32.84.138,48039,  <->,147.32.80.9,53,CON,0,0,2,214,81,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/15 16:43:21.229584,1788.659058,tcp,147.32.84.229,13363,  <?>,212.118.142.95,38211,PA_PA,0,0,621,59801,26120,flow=Background
2011/08/15 16:43:21.229664,1779.681885,tcp,193.86.86.253,50665,  <?>,147.32.84.229,443,PA_PA,0,0,684,60906,36768,flow=Background
2011/08/15 16:43:21.230098,1632.077881,udp,147.32.84.229,13363,  <->,96.47.117.203,27170,CON,0,0,20,1320,720,flow=Background-UDP-Established
2011/08/15 16:43:21.233726,0.000309,udp,147.32.84.138,34351,  <->,147.32.80.9,53,CON,0,0,2,214,81,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/15 16:43:21.233795,0.000247,udp,147.32.84.138,57028,  <->,147.32.80.9,53,CON,0,0,2,214,81,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/15 16:43:21.235040,5.764115,tcp,115.184.130.123,50999,   ->,147.32.84.2,80,RPA_SPA,0,0,13,6933,946,flow=Background-TCP-Established
2011/08/15 16:43:21.235287,0.502447,tcp,31.35.60.144,4949,   ->,147.32.84.118,6881,S_RA,0,0,4,244,124,flow=Background-TCP-Attempt
2011/08/15 16:43:21.235813,0.003714,tcp,147.32.84.21,54292,   ->,77.78.99.22,80,FSPA_FSPA,0,0,9,2018,1014,flow=Background-TCP-Established
2011/08/15 16:43:21.238238,0.000180,udp,147.32.84.138,56650,  <->,147.32.80.9,53,CON,0,0,2,214,81,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/15 16:43:21.238328,0.000245,udp,147.32.84.138,36410,  <->,147.32.80.9,53,CON,0,0,2,214,81,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/15 16:43:21.240856,0.008954,tcp,147.32.84.21,57036,  <?>,194.79.54.61,80,FPA_FPA,0,0,36,31393,1312,flow=Background
